County,State,Combined_Key,3/1/2020,4/1/2020,5/1/2020,6/1/2020
Brown,Kansas,"Brown, Kansas, US",0,0,0,6
Butler,Kansas,"Butler, Kansas, US",0,5,14,34
Chase,Kansas,"Chase, Kansas, US",0,0,3,4
Chautauqua,Kansas,"Chautauqua, Kansas, US",0,1,4,4
Cherokee,Kansas,"Cherokee, Kansas, US",0,3,8,10
Cheyenne,Kansas,"Cheyenne, Kansas, US",0,0,2,2
Clark,Kansas,"Clark, Kansas, US",0,0,1,33
Clay,Kansas,"Clay, Kansas, US",0,1,4,5
Cloud,Kansas,"Cloud, Kansas, US",0,0,4,5
Coffey,Kansas,"Coffey, Kansas, US",0,16,48,50
Comanche,Kansas,"Comanche, Kansas, US",0,0,0,2
Cowley,Kansas,"Cowley, Kansas, US",0,0,3,10
Crawford,Kansas,"Crawford, Kansas, US",0,5,8,8
Decatur,Kansas,"Decatur, Kansas, US",0,0,0,0
Dickinson,Kansas,"Dickinson, Kansas, US",0,0,2,4
Doniphan,Kansas,"Doniphan, Kansas, US",0,1,3,17
Douglas,Kansas,"Douglas, Kansas, US",0,31,51,67
Edwards,Kansas,"Edwards, Kansas, US",0,0,4,5
Elk,Kansas,"Elk, Kansas, US",0,0,1,0
Ellis,Kansas,"Ellis, Kansas, US",0,0,8,8
Ellsworth,Kansas,"Ellsworth, Kansas, US",0,0,0,2
Finney,Kansas,"Finney, Kansas, US",0,1,503,1502
Ford,Kansas,"Ford, Kansas, US",0,0,702,1787
Franklin,Kansas,"Franklin, Kansas, US",0,7,14,35
Geary,Kansas,"Geary, Kansas, US",0,0,11,20
Gove,Kansas,"Gove, Kansas, US",0,1,1,1
Graham,Kansas,"Graham, Kansas, US",0,0,0,0
Grant,Kansas,"Grant, Kansas, US",0,0,5,18
Gray,Kansas,"Gray, Kansas, US",0,0,5,23
Greeley,Kansas,"Greeley, Kansas, US",0,0,0,0
Greenwood,Kansas,"Greenwood, Kansas, US",0,0,3,9
Hamilton,Kansas,"Hamilton, Kansas, US",0,0,2,18
Harper,Kansas,"Harper, Kansas, US",0,0,1,2
Harvey,Kansas,"Harvey, Kansas, US",0,2,7,11
Haskell,Kansas,"Haskell, Kansas, US",0,0,7,21
Hodgeman,Kansas,"Hodgeman, Kansas, US",0,0,0,5
Jackson,Kansas,"Jackson, Kansas, US",0,1,2,100
Jefferson,Kansas,"Jefferson, Kansas, US",0,1,9,22
Jewell,Kansas,"Jewell, Kansas, US",0,0,4,4
Johnson,Kansas,"Johnson, Kansas, US",0,143,471,844
Kearny,Kansas,"Kearny, Kansas, US",0,0,19,45
Kingman,Kansas,"Kingman, Kansas, US",0,0,0,0
Kiowa,Kansas,"Kiowa, Kansas, US",0,0,1,2
Labette,Kansas,"Labette, Kansas, US",0,1,22,22
Lane,Kansas,"Lane, Kansas, US",0,0,0,3
Leavenworth,Kansas,"Leavenworth, Kansas, US",0,25,372,1093
Lincoln,Kansas,"Lincoln, Kansas, US",0,0,0,0
Linn,Kansas,"Linn, Kansas, US",0,5,6,11
Logan,Kansas,"Logan, Kansas, US",0,0,0,0
Lyon,Kansas,"Lyon, Kansas, US",0,12,230,372
McPherson,Kansas,"McPherson, Kansas, US",0,5,22,28
Marion,Kansas,"Marion, Kansas, US",0,0,5,5
Marshall,Kansas,"Marshall, Kansas, US",0,0,0,0
Meade,Kansas,"Meade, Kansas, US",0,0,6,31
Miami,Kansas,"Miami, Kansas, US",0,0,5,7
Mitchell,Kansas,"Mitchell, Kansas, US",0,2,3,4
Montgomery,Kansas,"Montgomery, Kansas, US",0,6,17,20
Morris,Kansas,"Morris, Kansas, US",0,2,3,5
Morton,Kansas,"Morton, Kansas, US",0,0,3,6
Nemaha,Kansas,"Nemaha, Kansas, US",0,0,1,18
Neosho,Kansas,"Neosho, Kansas, US",0,1,2,2
Ness,Kansas,"Ness, Kansas, US",0,0,0,3
Norton,Kansas,"Norton, Kansas, US",0,0,1,2
Osage,Kansas,"Osage, Kansas, US",0,3,5,7
Osborne,Kansas,"Osborne, Kansas, US",0,0,2,2
Ottawa,Kansas,"Ottawa, Kansas, US",0,1,4,4
Pawnee,Kansas,"Pawnee, Kansas, US",0,0,0,0
Phillips,Kansas,"Phillips, Kansas, US",0,0,1,2
Pottawatomie,Kansas,"Pottawatomie, Kansas, US",0,2,13,25
Pratt,Kansas,"Pratt, Kansas, US",0,1,1,2
Rawlins,Kansas,"Rawlins, Kansas, US",0,0,0,0
Reno,Kansas,"Reno, Kansas, US",0,8,39,43
Republic,Kansas,"Republic, Kansas, US",0,0,4,4
Rice,Kansas,"Rice, Kansas, US",0,0,3,4
Riley,Kansas,"Riley, Kansas, US",0,5,51,66
Rooks,Kansas,"Rooks, Kansas, US",0,0,6,6
Rush,Kansas,"Rush, Kansas, US",0,0,0,0
Russell,Kansas,"Russell, Kansas, US",0,0,0,0
Saline,Kansas,"Saline, Kansas, US",0,1,21,25
Scott,Kansas,"Scott, Kansas, US",0,0,1,14
Sedgwick,Kansas,"Sedgwick, Kansas, US",0,64,408,601
Seward,Kansas,"Seward, Kansas, US",0,0,528,879
Shawnee,Kansas,"Shawnee, Kansas, US",0,18,121,324
Sheridan,Kansas,"Sheridan, Kansas, US",0,0,2,2
Sherman,Kansas,"Sherman, Kansas, US",0,0,4,7
Smith,Kansas,"Smith, Kansas, US",0,0,2,2
Stafford,Kansas,"Stafford, Kansas, US",0,1,1,1
Stanton,Kansas,"Stanton, Kansas, US",0,0,6,10
Stevens,Kansas,"Stevens, Kansas, US",0,1,9,30
Sumner,Kansas,"Sumner, Kansas, US",0,1,3,8
Thomas,Kansas,"Thomas, Kansas, US",0,0,0,0
Trego,Kansas,"Trego, Kansas, US",0,0,0,1
Wabaunsee,Kansas,"Wabaunsee, Kansas, US",0,0,22,31
Wallace,Kansas,"Wallace, Kansas, US",0,0,0,0
Washington,Kansas,"Washington, Kansas, US",0,0,1,0
Wichita,Kansas,"Wichita, Kansas, US",0,0,0,0
Wilson,Kansas,"Wilson, Kansas, US",0,0,1,1
Woodson,Kansas,"Woodson, Kansas, US",0,3,6,6
Wyandotte,Kansas,"Wyandotte, Kansas, US",0,93,710,1359
Adair,Kentucky,"Adair, Kentucky, US",0,0,81,97
Allen,Kentucky,"Allen, Kentucky, US",0,2,14,93
Anderson,Kentucky,"Anderson, Kentucky, US",0,2,8,20
Ballard,Kentucky,"Ballard, Kentucky, US",0,0,10,12
Barren,Kentucky,"Barren, Kentucky, US",0,1,17,47
Bath,Kentucky,"Bath, Kentucky, US",0,0,4,9
Bell,Kentucky,"Bell, Kentucky, US",0,0,0,1
Boone,Kentucky,"Boone, Kentucky, US",0,8,144,459
Bourbon,Kentucky,"Bourbon, Kentucky, US",0,2,8,11
Boyd,Kentucky,"Boyd, Kentucky, US",0,4,31,40
Boyle,Kentucky,"Boyle, Kentucky, US",0,4,17,25
Bracken,Kentucky,"Bracken, Kentucky, US",0,1,9,13
Breathitt,Kentucky,"Breathitt, Kentucky, US",0,2,2,3
Breckinridge,Kentucky,"Breckinridge, Kentucky, US",0,2,9,17
Bullitt,Kentucky,"Bullitt, Kentucky, US",0,6,55,115
Butler,Kentucky,"Butler, Kentucky, US",0,1,141,232
Caldwell,Kentucky,"Caldwell, Kentucky, US",0,0,13,12
Calloway,Kentucky,"Calloway, Kentucky, US",0,3,34,52
Campbell,Kentucky,"Campbell, Kentucky, US",0,8,92,182
Carlisle,Kentucky,"Carlisle, Kentucky, US",0,0,2,5
Carroll,Kentucky,"Carroll, Kentucky, US",0,2,2,14
Carter,Kentucky,"Carter, Kentucky, US",0,0,5,12
Casey,Kentucky,"Casey, Kentucky, US",0,0,1,3
Christian,Kentucky,"Christian, Kentucky, US",0,7,88,111
Clark,Kentucky,"Clark, Kentucky, US",0,8,21,42
Clay,Kentucky,"Clay, Kentucky, US",0,0,1,7
Clinton,Kentucky,"Clinton, Kentucky, US",0,0,3,4
Crittenden,Kentucky,"Crittenden, Kentucky, US",0,0,4,6
Cumberland,Kentucky,"Cumberland, Kentucky, US",0,0,5,5
Daviess,Kentucky,"Daviess, Kentucky, US",0,34,194,324
Edmonson,Kentucky,"Edmonson, Kentucky, US",0,2,26,56
Elliott,Kentucky,"Elliott, Kentucky, US",0,0,0,1
Estill,Kentucky,"Estill, Kentucky, US",0,0,0,0
Fayette,Kentucky,"Fayette, Kentucky, US",0,110,254,760
Fleming,Kentucky,"Fleming, Kentucky, US",0,0,2,3
Floyd,Kentucky,"Floyd, Kentucky, US",0,0,14,16
Franklin,Kentucky,"Franklin, Kentucky, US",0,6,16,38
Fulton,Kentucky,"Fulton, Kentucky, US",0,0,2,7
Gallatin,Kentucky,"Gallatin, Kentucky, US",0,0,1,37
Garrard,Kentucky,"Garrard, Kentucky, US",0,0,2,5
Grant,Kentucky,"Grant, Kentucky, US",0,1,21,42
Graves,Kentucky,"Graves, Kentucky, US",0,0,137,166
Grayson,Kentucky,"Grayson, Kentucky, US",0,2,69,126
Green,Kentucky,"Green, Kentucky, US",0,0,1,1
Greenup,Kentucky,"Greenup, Kentucky, US",0,0,11,14
Hancock,Kentucky,"Hancock, Kentucky, US",0,1,6,7
Hardin,Kentucky,"Hardin, Kentucky, US",0,6,44,103
Harlan,Kentucky,"Harlan, Kentucky, US",0,0,0,4
Harrison,Kentucky,"Harrison, Kentucky, US",0,11,17,21
Hart,Kentucky,"Hart, Kentucky, US",0,0,4,24
Henderson,Kentucky,"Henderson, Kentucky, US",0,5,62,111
Henry,Kentucky,"Henry, Kentucky, US",0,0,6,22
Hickman,Kentucky,"Hickman, Kentucky, US",0,0,1,5
Hopkins,Kentucky,"Hopkins, Kentucky, US",0,17,201,222
Jackson,Kentucky,"Jackson, Kentucky, US",0,0,59,61
Jefferson,Kentucky,"Jefferson, Kentucky, US",0,206,1352,2519
Jessamine,Kentucky,"Jessamine, Kentucky, US",0,13,41,65
Johnson,Kentucky,"Johnson, Kentucky, US",0,0,3,5
Kenton,Kentucky,"Kenton, Kentucky, US",0,20,286,608
Knott,Kentucky,"Knott, Kentucky, US",0,0,4,4
Knox,Kentucky,"Knox, Kentucky, US",0,0,6,8
Larue,Kentucky,"Larue, Kentucky, US",0,1,5,8
Laurel,Kentucky,"Laurel, Kentucky, US",0,2,17,21
Lawrence,Kentucky,"Lawrence, Kentucky, US",0,1,1,3
Lee,Kentucky,"Lee, Kentucky, US",0,0,0,1
Leslie,Kentucky,"Leslie, Kentucky, US",0,0,4,6
Letcher,Kentucky,"Letcher, Kentucky, US",0,0,2,4
Lewis,Kentucky,"Lewis, Kentucky, US",0,1,3,7
Lincoln,Kentucky,"Lincoln, Kentucky, US",0,0,5,8
Livingston,Kentucky,"Livingston, Kentucky, US",0,0,5,9
Logan,Kentucky,"Logan, Kentucky, US",0,3,11,150
Lyon,Kentucky,"Lyon, Kentucky, US",0,1,13,15
McCracken,Kentucky,"McCracken, Kentucky, US",0,8,58,97
McCreary,Kentucky,"McCreary, Kentucky, US",0,1,11,13
McLean,Kentucky,"McLean, Kentucky, US",0,1,15,22
Madison,Kentucky,"Madison, Kentucky, US",0,10,29,55
Magoffin,Kentucky,"Magoffin, Kentucky, US",0,0,0,2
Marion,Kentucky,"Marion, Kentucky, US",0,1,17,21
Marshall,Kentucky,"Marshall, Kentucky, US",0,1,34,38
Martin,Kentucky,"Martin, Kentucky, US",0,1,3,3
Mason,Kentucky,"Mason, Kentucky, US",0,1,6,9
Meade,Kentucky,"Meade, Kentucky, US",0,0,12,22
Menifee,Kentucky,"Menifee, Kentucky, US",0,2,3,10
Mercer,Kentucky,"Mercer, Kentucky, US",0,2,11,13
Metcalfe,Kentucky,"Metcalfe, Kentucky, US",0,0,1,6
Monroe,Kentucky,"Monroe, Kentucky, US",0,0,5,20
Montgomery,Kentucky,"Montgomery, Kentucky, US",0,2,12,25
Morgan,Kentucky,"Morgan, Kentucky, US",0,0,1,1
Muhlenberg,Kentucky,"Muhlenberg, Kentucky, US",0,10,125,484
Nelson,Kentucky,"Nelson, Kentucky, US",0,3,23,41
Nicholas,Kentucky,"Nicholas, Kentucky, US",0,1,1,3
Ohio,Kentucky,"Ohio, Kentucky, US",0,0,49,148
Oldham,Kentucky,"Oldham, Kentucky, US",0,6,32,99
Owen,Kentucky,"Owen, Kentucky, US",0,0,1,3
Owsley,Kentucky,"Owsley, Kentucky, US",0,0,2,2
Pendleton,Kentucky,"Pendleton, Kentucky, US",0,1,6,10
Perry,Kentucky,"Perry, Kentucky, US",0,0,13,19
Pike,Kentucky,"Pike, Kentucky, US",0,0,13,30
Powell,Kentucky,"Powell, Kentucky, US",0,1,1,1
Pulaski,Kentucky,"Pulaski, Kentucky, US",0,8,43,58
Robertson,Kentucky,"Robertson, Kentucky, US",0,0,0,0
Rockcastle,Kentucky,"Rockcastle, Kentucky, US",0,1,11,13
Rowan,Kentucky,"Rowan, Kentucky, US",0,0,2,7
Russell,Kentucky,"Russell, Kentucky, US",0,0,16,24
Scott,Kentucky,"Scott, Kentucky, US",0,6,24,35
Shelby,Kentucky,"Shelby, Kentucky, US",0,2,30,175
Simpson,Kentucky,"Simpson, Kentucky, US",0,9,28,54
Spencer,Kentucky,"Spencer, Kentucky, US",0,2,13,22
Taylor,Kentucky,"Taylor, Kentucky, US",0,2,8,11
Todd,Kentucky,"Todd, Kentucky, US",0,0,12,17
Trigg,Kentucky,"Trigg, Kentucky, US",0,0,9,10
Trimble,Kentucky,"Trimble, Kentucky, US",0,0,3,6
Union,Kentucky,"Union, Kentucky, US",0,2,8,12
Warren,Kentucky,"Warren, Kentucky, US",0,13,344,1038
Washington,Kentucky,"Washington, Kentucky, US",0,1,5,6
Wayne,Kentucky,"Wayne, Kentucky, US",0,3,9,8
Webster,Kentucky,"Webster, Kentucky, US",0,2,22,32
Whitley,Kentucky,"Whitley, Kentucky, US",0,0,11,13
Wolfe,Kentucky,"Wolfe, Kentucky, US",0,0,0,1
Woodford,Kentucky,"Woodford, Kentucky, US",0,5,18,27
Acadia,Louisiana,"Acadia, Louisiana, US",0,47,133,422
Allen,Louisiana,"Allen, Louisiana, US",0,19,90,184
Ascension,Louisiana,"Ascension, Louisiana, US",0,189,627,827
Assumption,Louisiana,"Assumption, Louisiana, US",0,25,189,252
Avoyelles,Louisiana,"Avoyelles, Louisiana, US",0,31,73,130
Beauregard,Louisiana,"Beauregard, Louisiana, US",0,8,42,69
Bienville,Louisiana,"Bienville, Louisiana, US",0,6,77,147
Bossier,Louisiana,"Bossier, Louisiana, US",0,75,287,416
Caddo,Louisiana,"Caddo, Louisiana, US",0,298,1579,2578
Calcasieu,Louisiana,"Calcasieu, Louisiana, US",0,90,437,608
Caldwell,Louisiana,"Caldwell, Louisiana, US",0,0,20,58
Cameron,Louisiana,"Cameron, Louisiana, US",0,0,3,6
Catahoula,Louisiana,"Catahoula, Louisiana, US",0,3,40,115
Claiborne,Louisiana,"Claiborne, Louisiana, US",0,10,59,66
Concordia,Louisiana,"Concordia, Louisiana, US",0,5,39,88
De Soto,Louisiana,"De Soto, Louisiana, US",0,39,194,247
East Baton Rouge,Louisiana,"East Baton Rouge, Louisiana, US",0,244,1989,3666
East Carroll,Louisiana,"East Carroll, Louisiana, US",0,1,9,159
East Feliciana,Louisiana,"East Feliciana, Louisiana, US",0,10,128,197
Evangeline,Louisiana,"Evangeline, Louisiana, US",0,11,51,78
Franklin,Louisiana,"Franklin, Louisiana, US",0,5,130,376
Grant,Louisiana,"Grant, Louisiana, US",0,3,14,29
Iberia,Louisiana,"Iberia, Louisiana, US",0,49,261,410
Iberville,Louisiana,"Iberville, Louisiana, US",0,36,459,577
Jackson,Louisiana,"Jackson, Louisiana, US",0,4,40,106
Jefferson,Louisiana,"Jefferson, Louisiana, US",0,1433,6305,7652
Jefferson Davis,Louisiana,"Jefferson Davis, Louisiana, US",0,9,63,78
Lafayette,Louisiana,"Lafayette, Louisiana, US",0,159,463,793
Lafourche,Louisiana,"Lafourche, Louisiana, US",0,105,661,827
LaSalle,Louisiana,"LaSalle,Louisiana,US",0,2,26,52
Lincoln,Louisiana,"Lincoln, Louisiana, US",0,13,85,160
Livingston,Louisiana,"Livingston, Louisiana, US",0,25,229,428
Madison,Louisiana,"Madison, Louisiana, US",0,1,7,101
Morehouse,Louisiana,"Morehouse, Louisiana, US",0,2,52,122
Natchitoches,Louisiana,"Natchitoches, Louisiana, US",0,2,86,171
Orleans,Louisiana,"Orleans, Louisiana, US",0,2270,6495,7141
Ouachita,Louisiana,"Ouachita, Louisiana, US",0,80,730,1264
Plaquemines,Louisiana,"Plaquemines, Louisiana, US",0,47,179,213
Pointe Coupee,Louisiana,"Pointe Coupee, Louisiana, US",0,7,104,199
Rapides,Louisiana,"Rapides, Louisiana, US",0,69,270,800
Red River,Louisiana,"Red River, Louisiana, US",0,1,29,50
Richland,Louisiana,"Richland, Louisiana, US",0,3,66,138
Sabine,Louisiana,"Sabine, Louisiana, US",0,3,17,47
St. Bernard,Louisiana,"St. Bernard, Louisiana, US",0,94,469,539
St. Charles,Louisiana,"St. Charles, Louisiana, US",0,82,573,642
St. Helena,Louisiana,"St. Helena, Louisiana, US",0,1,28,51
St. James,Louisiana,"St. James, Louisiana, US",0,86,247,294
St. John the Baptist,Louisiana,"St. John the Baptist, Louisiana, US",0,118,771,862
St. Landry,Louisiana,"St. Landry, Louisiana, US",0,45,181,263
St. Martin,Louisiana,"St. Martin, Louisiana, US",0,41,241,300
St. Mary,Louisiana,"St. Mary, Louisiana, US",0,26,193,321
St. Tammany,Louisiana,"St. Tammany, Louisiana, US",0,270,1270,1764
Tangipahoa,Louisiana,"Tangipahoa, Louisiana, US",0,33,565,868
Tensas,Louisiana,"Tensas, Louisiana, US",0,0,1,12
Terrebonne,Louisiana,"Terrebonne, Louisiana, US",0,55,450,686
Union,Louisiana,"Union, Louisiana, US",0,11,125,324
Vermilion,Louisiana,"Vermilion, Louisiana, US",0,10,37,55
Vernon,Louisiana,"Vernon, Louisiana, US",0,6,16,26
Washington,Louisiana,"Washington, Louisiana, US",0,39,273,433
Webster,Louisiana,"Webster, Louisiana, US",0,17,92,147
West Baton Rouge,Louisiana,"West Baton Rouge, Louisiana, US",0,14,108,175
West Carroll,Louisiana,"West Carroll, Louisiana, US",0,0,4,64
West Feliciana,Louisiana,"West Feliciana, Louisiana, US",0,8,129,211
Winn,Louisiana,"Winn, Louisiana, US",0,1,38,173
Androscoggin,Maine,"Androscoggin, Maine, US",0,11,52,304
Aroostook,Maine,"Aroostook, Maine, US",0,0,5,10
Cumberland,Maine,"Cumberland, Maine, US",0,169,504,1189
Franklin,Maine,"Franklin, Maine, US",0,2,28,36
Hancock,Maine,"Hancock, Maine, US",0,0,10,11
Kennebec,Maine,"Kennebec, Maine, US",0,12,104,128
Knox,Maine,"Knox, Maine, US",0,5,16,20
Lincoln,Maine,"Lincoln, Maine, US",0,8,14,20
Oxford,Maine,"Oxford, Maine, US",0,9,15,33
Penobscot,Maine,"Penobscot, Maine, US",0,12,79,100
Piscataquis,Maine,"Piscataquis, Maine, US",0,0,1,1
Sagadahoc,Maine,"Sagadahoc, Maine, US",0,7,19,30
Somerset,Maine,"Somerset, Maine, US",0,1,17,22
Waldo,Maine,"Waldo, Maine, US",0,2,49,51
Washington,Maine,"Washington, Maine, US",0,0,2,2
York,Maine,"York, Maine, US",0,59,208,391
Allegany,Maryland,"Allegany, Maryland, US",0,0,118,180
Anne Arundel,Maryland,"Anne Arundel, Maryland, US",0,158,1807,3842
Baltimore,Maryland,"Baltimore, Maryland, US",0,289,3013,6299
Calvert,Maryland,"Calvert, Maryland, US",0,18,161,349
Caroline,Maryland,"Caroline, Maryland, US",0,4,74,260
Carroll,Maryland,"Carroll, Maryland, US",0,96,460,914
Cecil,Maryland,"Cecil, Maryland, US",0,16,176,369
Charles,Maryland,"Charles, Maryland, US",0,56,611,1120
Dorchester,Maryland,"Dorchester, Maryland, US",0,1,54,142
Frederick,Maryland,"Frederick, Maryland, US",0,35,942,1928
Garrett,Maryland,"Garrett, Maryland, US",0,3,4,10
Harford,Maryland,"Harford, Maryland, US",0,34,437,881
Howard,Maryland,"Howard, Maryland, US",0,142,896,1944
Kent,Maryland,"Kent, Maryland, US",0,3,86,174
Montgomery,Maryland,"Montgomery, Maryland, US",0,447,4754,11476
Prince George's,Maryland,"Prince George's, Maryland, US",0,403,6735,15353
Queen Anne's,Maryland,"Queen Anne's, Maryland, US",0,7,52,161
St. Mary's,Maryland,"St. Mary's, Maryland, US",0,19,159,505
Somerset,Maryland,"Somerset, Maryland, US",0,4,30,73
Talbot,Maryland,"Talbot, Maryland, US",0,4,35,101
Washington,Maryland,"Washington, Maryland, US",0,15,216,472
Wicomico,Maryland,"Wicomico, Maryland, US",0,7,425,955
Worcester,Maryland,"Worcester, Maryland, US",0,4,65,215
Baltimore City,Maryland,"Baltimore City, Maryland, US",0,221,2162,5604
Barnstable,Massachusetts,"Barnstable, Massachusetts, US",0,255,902,1424
Berkshire,Massachusetts,"Berkshire, Massachusetts, US",0,183,444,567
Bristol,Massachusetts,"Bristol, Massachusetts, US",0,366,3792,7348
Dukes,Massachusetts,"Dukes, Massachusetts, US",0,0,0,0
Essex,Massachusetts,"Essex, Massachusetts, US",0,885,9028,14721
Franklin,Massachusetts,"Franklin, Massachusetts, US",0,72,260,335
Hampden,Massachusetts,"Hampden, Massachusetts, US",0,475,3900,6188
Hampshire,Massachusetts,"Hampshire, Massachusetts, US",0,81,546,886
Middlesex,Massachusetts,"Middlesex, Massachusetts, US",0,1582,14607,22224
Nantucket,Massachusetts,"Nantucket, Massachusetts, US",0,0,0,0
Norfolk,Massachusetts,"Norfolk, Massachusetts, US",0,829,6065,8586
Plymouth,Massachusetts,"Plymouth, Massachusetts, US",0,561,5259,8200
Suffolk,Massachusetts,"Suffolk, Massachusetts, US",1,1624,13295,18581
Worcester,Massachusetts,"Worcester, Massachusetts, US",0,563,5787,11352
Alcona,Michigan,"Alcona, Michigan, US",0,0,4,17
Alger,Michigan,"Alger, Michigan, US",0,0,0,0
Allegan,Michigan,"Allegan, Michigan, US",0,5,104,220
Alpena,Michigan,"Alpena, Michigan, US",0,0,82,95
Antrim,Michigan,"Antrim, Michigan, US",0,4,10,12
Arenac,Michigan,"Arenac, Michigan, US",0,1,26,34
Baraga,Michigan,"Baraga, Michigan, US",0,0,1,1
Barry,Michigan,"Barry, Michigan, US",0,2,36,63
Bay,Michigan,"Bay, Michigan, US",0,10,150,312
Benzie,Michigan,"Benzie, Michigan, US",0,0,4,4
Berrien,Michigan,"Berrien, Michigan, US",0,38,263,629
Branch,Michigan,"Branch, Michigan, US",0,2,64,123
Calhoun,Michigan,"Calhoun, Michigan, US",0,23,231,372
Cass,Michigan,"Cass, Michigan, US",0,6,30,82
Charlevoix,Michigan,"Charlevoix, Michigan, US",0,4,13,15
Cheboygan,Michigan,"Cheboygan, Michigan, US",0,2,19,21
Chippewa,Michigan,"Chippewa, Michigan, US",0,1,2,2
Clare,Michigan,"Clare, Michigan, US",0,1,11,19
Clinton,Michigan,"Clinton, Michigan, US",0,33,118,140
Crawford,Michigan,"Crawford, Michigan, US",0,1,53,58
Delta,Michigan,"Delta, Michigan, US",0,3,13,17
Dickinson,Michigan,"Dickinson, Michigan, US",0,0,3,5
Eaton,Michigan,"Eaton, Michigan, US",0,27,133,190
Emmet,Michigan,"Emmet, Michigan, US",0,7,21,21
Genesee,Michigan,"Genesee, Michigan, US",0,249,1600,2015
Gladwin,Michigan,"Gladwin, Michigan, US",0,2,16,18
Gogebic,Michigan,"Gogebic, Michigan, US",0,2,4,5
Grand Traverse,Michigan,"Grand Traverse, Michigan, US",0,8,19,27
Gratiot,Michigan,"Gratiot, Michigan, US",0,3,21,74
Hillsdale,Michigan,"Hillsdale, Michigan, US",0,19,127,169
Houghton,Michigan,"Houghton, Michigan, US",0,1,2,6
Huron,Michigan,"Huron, Michigan, US",0,3,19,48
Ingham,Michigan,"Ingham, Michigan, US",0,121,483,740
Ionia,Michigan,"Ionia, Michigan, US",0,6,80,151
Iosco,Michigan,"Iosco, Michigan, US",0,1,51,95
Iron,Michigan,"Iron, Michigan, US",0,0,0,0
Isabella,Michigan,"Isabella, Michigan, US",0,7,60,77
Jackson,Michigan,"Jackson, Michigan, US",0,56,381,448
Kalamazoo,Michigan,"Kalamazoo, Michigan, US",0,30,405,844
Kalkaska,Michigan,"Kalkaska, Michigan, US",0,7,17,19
Kent,Michigan,"Kent, Michigan, US",0,119,1600,3748
Keweenaw,Michigan,"Keweenaw, Michigan, US",0,0,0,0
Lake,Michigan,"Lake, Michigan, US",0,0,2,6
Lapeer,Michigan,"Lapeer, Michigan, US",0,8,171,190
Leelanau,Michigan,"Leelanau, Michigan, US",0,1,9,11
Lenawee,Michigan,"Lenawee, Michigan, US",0,22,98,154
Livingston,Michigan,"Livingston, Michigan, US",0,102,343,397
Luce,Michigan,"Luce, Michigan, US",0,0,1,3
Mackinac,Michigan,"Mackinac, Michigan, US",0,1,6,8
Macomb,Michigan,"Macomb, Michigan, US",0,1088,5623,6707
Manistee,Michigan,"Manistee, Michigan, US",0,1,11,11
Marquette,Michigan,"Marquette, Michigan, US",0,4,50,56
Mason,Michigan,"Mason, Michigan, US",0,0,10,32
Mecosta,Michigan,"Mecosta, Michigan, US",0,3,14,21
Menominee,Michigan,"Menominee, Michigan, US",0,0,5,8
Midland,Michigan,"Midland, Michigan, US",0,12,60,82
Missaukee,Michigan,"Missaukee, Michigan, US",0,1,16,16
Monroe,Michigan,"Monroe, Michigan, US",0,58,296,473
Montcalm,Michigan,"Montcalm, Michigan, US",0,10,40,66
Montmorency,Michigan,"Montmorency, Michigan, US",0,0,5,5
Muskegon,Michigan,"Muskegon, Michigan, US",0,18,288,645
Newaygo,Michigan,"Newaygo, Michigan, US",0,1,24,107
Oakland,Michigan,"Oakland, Michigan, US",0,1910,7423,8407
Oceana,Michigan,"Oceana, Michigan, US",0,2,11,87
Ogemaw,Michigan,"Ogemaw, Michigan, US",0,1,14,22
Ontonagon,Michigan,"Ontonagon, Michigan, US",0,0,0,0
Osceola,Michigan,"Osceola, Michigan, US",0,2,8,11
Oscoda,Michigan,"Oscoda, Michigan, US",0,2,5,5
Otsego,Michigan,"Otsego, Michigan, US",0,19,92,102
Ottawa,Michigan,"Ottawa, Michigan, US",0,31,254,781
Presque Isle,Michigan,"Presque Isle, Michigan, US",0,0,11,11
Roscommon,Michigan,"Roscommon, Michigan, US",0,1,16,21
Saginaw,Michigan,"Saginaw, Michigan, US",0,71,684,1048
St. Clair,Michigan,"St. Clair, Michigan, US",0,41,331,448
St. Joseph,Michigan,"St. Joseph, Michigan, US",0,5,33,119
Sanilac,Michigan,"Sanilac, Michigan, US",0,7,36,41
Schoolcraft,Michigan,"Schoolcraft, Michigan, US",0,0,3,4
Shiawassee,Michigan,"Shiawassee, Michigan, US",0,11,183,240
Tuscola,Michigan,"Tuscola, Michigan, US",0,11,106,189
Van Buren,Michigan,"Van Buren, Michigan, US",0,10,54,144
Washtenaw,Michigan,"Washtenaw, Michigan, US",0,401,1091,1337
Wayne,Michigan,"Wayne, Michigan, US",0,4470,16970,20446
Wexford,Michigan,"Wexford, Michigan, US",0,2,9,12
Aitkin,Minnesota,"Aitkin, Minnesota, US",0,0,1,8
Anoka,Minnesota,"Anoka, Minnesota, US",0,26,231,1429
Becker,Minnesota,"Becker, Minnesota, US",0,0,5,40
Beltrami,Minnesota,"Beltrami, Minnesota, US",0,4,6,15
Benton,Minnesota,"Benton, Minnesota, US",0,1,21,178
Big Stone,Minnesota,"Big Stone, Minnesota, US",0,1,2,6
Blue Earth,Minnesota,"Blue Earth, Minnesota, US",0,9,38,142
Brown,Minnesota,"Brown, Minnesota, US",0,2,8,16
