bbl,project_name,buildings,res_units,owner_name,year_built,standard_address,agency_name,program_name,start_date,end_date,Neighborhood,assessed_value,Neighborhood population,Neighborhood income,Neighborhood racial diversity,Serious Hazard Violation 2017,Tax delinquency 2016
1019680054,418-20 WEST129 STREET,1,20,418 W 129TH ST HSG DE,1910,418-420 West 129 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2007,,Morningside Heights/Hamilton Heights,"$672,300","125,195","$49,994",68.95%,,
1010640044,424 West 55h Street,1,17,WEST OF NINTH 2 HOUSI,2014,424 West 55 Street,NYC Department of Housing Preservation and Development,Inclusionary Housing,2016,,Chelsea/Clinton/Midtown,"$1,809,402","140,247","$103,538",55.39%,1,
1017290004,430 LENOX AVENUE,1,5,430 LENOX AVE HDFC,1910,430 Lenox Avenue,NYC Department of Housing Preservation and Development,Multi-Family Program,2007,,Central Harlem,"$90,366","143,487","$46,537",37.44%,,
1003070001,45 ALLEN STREET,2,104,NYC HOUSING AUTHORITY,1973,45 Allen Street,New York City Housing Authority,Federal Public Housing,1974,,Lower East Side/Chinatown,"$11,501,100","159,296","$42,014",72.15%,,
1017530049,46-48 East 129 Street,1,10,HCCI 46-48 EAST 129TH,1910,46 East 129 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2016,,Central Harlem,"$51,441","143,487","$46,537",37.44%,,
1019180036,477 LENOX AVENUE HDFC.HUDMF.FY17,1,12,S HOLDING CORP,1926,477 Lenox Avenue,NYC Department of Housing Preservation and Development,Multi-Family Program,2016,,Central Harlem,"$938,700","143,487","$46,537",37.44%,1,
1021110009,484 WEST 165 STREET,1,10,484 WEST 165ST HDFC,1900,484 West 165 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2005,,Washington Heights/Inwood,"$55,092","238,759","$53,049",42.53%,,
1010707501,500 W 42ND ST WEST WING,1,25,500 WEST 42ND ST HSG,2001,500 West 42 Street,NYC Department of Housing Preservation and Development,LIHTC 4%,2010,2040,Chelsea/Clinton/Midtown,"$5,029,200","140,247","$103,538",55.39%,1,
1010700034,500 WEST 42ND STREET WEST WING,1,66,CLINTON HOUSING WEST,2011,502 West 42 Street,NYC Department of Housing Preservation and Development,LIHTC 9%,2010,2040,Chelsea/Clinton/Midtown,"$6,119,100","140,247","$103,538",55.39%,,
1010800028,501 WEST 51ST STREET,3,50,CLINTON HOUSING DEVLM,1900,753 10 Avenue,NYC Department of Housing Preservation and Development,Inclusionary Housing,2005,,Chelsea/Clinton/Midtown,"$6,749,100","140,247","$103,538",55.39%,1,1
1019880039,504 W 135 STR,1,24,504 WEST 135TH STREET,1910,504 West 135 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2004,,Morningside Heights/Hamilton Heights,"$394,650","125,195","$49,994",68.95%,,
1019870041,508 West 134 Street,1,16,RESTORING COMMUNITIES,1905,508 West 134 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2015,,Morningside Heights/Hamilton Heights,"$513,900","125,195","$49,994",68.95%,,
1020740021,509 WEST 142ND STREET,1,12,509 WEST 142ND STREET,1910,509 West 142 Street,NYC Department of Housing Preservation and Development,Article 8A/HRP,2006,,Morningside Heights/Hamilton Heights,"$594,000","125,195","$49,994",68.95%,,
1018420013,51 WEST 106 STREET,1,20,51 WEST 106TH STREET,1920,143 West 106 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2005,,Morningside Heights/Hamilton Heights,"$1,271,700","125,195","$49,994",68.95%,,
1020770022,513 WEST 145TH STREET HDFC,1,8,513 WEST HOUSING DEVE,1900,513 West 145 Street,NYC Department of Housing Preservation and Development,Article 8A/HRP,2008,,Morningside Heights/Hamilton Heights,"$183,417","125,195","$49,994",68.95%,,1
1021160045,513-15 WEST 157 STREET,1,20,513 WEST 157TH STREET,1905,513 West 157 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2005,,Washington Heights/Inwood,"$567,900","238,759","$53,049",42.53%,,
1019880052,518 W 135 STR,1,18,518 WEST 135TH STREET,1905,518 West 135 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2004,,Morningside Heights/Hamilton Heights,"$643,500","125,195","$49,994",68.95%,,
1022180017,518 W 204TH ST,1,30,HILLCREST POST ACQUIS,1920,520 West 204 Street,NYS Division of Housing and Community Renewal,LIHTC 4%,,,Washington Heights/Inwood,"$686,250","238,759","$53,049",42.53%,1,
1020760046,520-528 WEST 145TH ST.,1,30,"HV II, LLC",1915,520 West 145 Street,U.S. Department of Housing and Urban Development,Project-Based Section 8,2014,2019,Morningside Heights/Hamilton Heights,"$1,190,000","125,195","$49,994",68.95%,,
1020760049,520-528 WEST 145TH ST.,1,44,"HV II, LLC",1920,524 West 145 Street,U.S. Department of Housing and Urban Development,Project-Based Section 8,2014,2019,Morningside Heights/Hamilton Heights,"$2,706,750","125,195","$49,994",68.95%,1,
1019880088,521 WEST 135 STREET,1,20,521 WEST 135TH STREET,1915,521 West 135 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2006,,Morningside Heights/Hamilton Heights,"$355,950","125,195","$49,994",68.95%,,
1021170023,524-526 WEST 159TH STREET,1,25,BX 524 LLC,1907,524 West 159 Street,NYS Division of Housing and Community Renewal,LIHTC 9%,1996,2026,Washington Heights/Inwood,"$418,950","238,759","$53,049",42.53%,1,
1019880010,525 WEST 134 STREET,1,25,525 WEST 134TH STREET,1910,525 West 134 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2005,,Morningside Heights/Hamilton Heights,"$716,850","125,195","$49,994",68.95%,,
1020840016,529 W. 152 Street,1,20,529 WEST 152 STREET H,1900,529 West 152 Street,NYC Department of Housing Preservation and Development,Article 8A/HRP,2009,,Morningside Heights/Hamilton Heights,"$213,300","125,195","$49,994",68.95%,1,
1007017501,529 WEST 29TH STREET APARTMENT,1,139,,2013,529 West 29 Street,U.S. Department of Housing and Urban Development,Section 223(f),2015,2050,Chelsea/Clinton/Midtown,"$10,182,150","140,247","$103,538",55.39%,1,
1019490018,"530 Manhattan Avenue, New York",1,60,530 MANHATTAN AVE HDF,1912,530 Manhattan Avenue,NYC Department of Housing Preservation and Development,Article 8A/HRP,2010,,Central Harlem,"$1,197,900","143,487","$46,537",37.44%,,
1021220146,536-38 W 163 ST,1,20,"RODRIGUEZ, FRANKLIN",1920,536 West 163 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2003,,Washington Heights/Inwood,"$521,550","238,759","$53,049",42.53%,,
1020760018,537 W 144 STR,1,6,537 WEST 144TH STREE,1910,537 West 144 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2004,,Morningside Heights/Hamilton Heights,"$151,020","125,195","$49,994",68.95%,,
1018220052,55 ST.NICHOLAS,1,9,55 AS-SABRUN HDFC,1900,55 St Nicholas Avenue,NYC Department of Housing Preservation and Development,Other HPD Programs,2004,,Central Harlem,"$266,934","143,487","$46,537",37.44%,1,1
1010697501,555 Tenth Avenue,1,598,,2013,551 10 Avenue,NYC Department of Housing Preservation and Development,Inclusionary Housing,2017,,Chelsea/Clinton/Midtown,"$55,586,250","140,247","$103,538",55.39%,,
1019820063,565 WEST 125 STREET,1,20,565 WEST 125 STREET H,1902,565 West 125 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2008,,Morningside Heights/Hamilton Heights,"$2,261,250","125,195","$49,994",68.95%,,
1021180069,569 WEST 159TH STREET,1,7,DOROTHY MCGOWAN HOUSI,1910,569 West 159 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2008,,Washington Heights/Inwood,"$76,521","238,759","$53,049",42.53%,,
1017270067,60/62 WEST 130 STREET,2,6,PFC ASTOR ROW HOUSING,1930,60 West 130 Street,NYC Department of Housing Preservation and Development,Participation Loan Program,2011,,Central Harlem,"$531,600","143,487","$46,537",37.44%,,
1020870029,601 WEST 138 STREET,1,21,601 WEST 138TH STREET,1910,3401 Broadway,NYC Department of Housing Preservation and Development,Multi-Family Program,2006,,Morningside Heights/Hamilton Heights,"$587,700","125,195","$49,994",68.95%,1,
1011710165,601 WEST 59TH STREET (1 WEST END AVENUE),,363,RIVERSIDE CENTER SITE,,1 West End Avenue,NYC Department of Housing Preservation and Development,Inclusionary Housing,2017,,Upper West Side,"$32,444,550","189,492","$113,448",49.24%,,
1010907502,605 WEST 42ND ST,1,1174,,2008,605 West 42 Street,NYC Department of Housing Preservation and Development,Inclusionary Housing,2016,,Chelsea/Clinton/Midtown,"$157,859,552","140,247","$103,538",55.39%,1,
1021430001,615 W 173RD ST,1,54,615 WEST 173RD STREET,1930,1 Wadsworth Avenue,NYS Division of Housing and Community Renewal,LIHTC 4%,,,Washington Heights/Inwood,"$2,273,400","238,759","$53,049",42.53%,1,
1011057501,625 West 57th Street Apartments (20140275),1,709,,2013,625 West 57 Street,NYC Department of Housing Preservation and Development,Other HPD Programs,2017,,Chelsea/Clinton/Midtown,"$114,968,250","140,247","$103,538",55.39%,1,
1003910020,626 EAST 9TH STREET,1,12,626 E 9 ST HDFC,1910,626 East 9 Street,NYC Department of Housing Preservation and Development,Article 8A/HRP,2005,,Lower East Side/Chinatown,"$709,200","159,296","$42,014",72.15%,,
1020020095,626 WEST 136 STREET,1,15,626 W 136TH ST HSG DE,1905,626 West 136 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2008,,Morningside Heights/Hamilton Heights,"$544,950","125,195","$49,994",68.95%,,
1022340041,631 ACADEMY STREET,1,23,631 ACADEMY STREET HD,1917,631 Academy Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2005,,Washington Heights/Inwood,"$754,650","238,759","$53,049",42.53%,,
1020510033,660 ST. NICHOLAS,1,30,660 ST. NICHOLAS AVEN,1910,660 St Nicholas Avenue,NYC Department of Housing Preservation and Development,Multi-Family Program,2007,,Morningside Heights/Hamilton Heights,"$892,800","125,195","$49,994",68.95%,,
1022370045,678 ACADEMY STREET,1,31,678 ACADEMY STREET LL,1930,678 Academy Street,NYC Department of Housing Preservation and Development,Participation Loan Program,2007,,Washington Heights/Inwood,"$645,300","238,759","$53,049",42.53%,,
1003760054,719 E. 6 STREET,1,16,719 EAST SIXTH STREET,1900,719 East 6 Street,NYC Department of Housing Preservation and Development,Participation Loan Program,2008,,Lower East Side/Chinatown,"$573,750","159,296","$42,014",72.15%,,
1003440173,72 Clinton Street HDFC,1,19,HOUSING DEVELOPMENT F,1925,72 Clinton Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2009,,Lower East Side/Chinatown,"$1,400,850","159,296","$42,014",72.15%,,
1003790048,733 E 9 ST.,1,18,733 EAST NINTH STREET,1900,733 East 9 Street,NYC Department of Housing Preservation and Development,Participation Loan Program,2009,,Lower East Side/Chinatown,"$788,400","159,296","$42,014",72.15%,,
1018400060,74 W 105th Street,1,10,74 W 105 ST (HDFC),1920,74 West 105 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2014,,Upper West Side,"$182,163","189,492","$113,448",49.24%,1,1
1020720021,79 Hamilton Place HDFC,1,24,79 HAMILTON PL HSNG D,1910,79 Hamilton Place,NYC Department of Housing Preservation and Development,Article 8A/HRP,2009,,Morningside Heights/Hamilton Heights,"$828,450","125,195","$49,994",68.95%,1,
1020640036,795 SHEVA REALTY HDFC.HPO.FY17,1,56,795 SHEVA REALTY ASSO,1920,795 St Nicholas Avenue,NYC Department of Housing Preservation and Development,Other HPD Programs,2017,,Morningside Heights/Hamilton Heights,"$1,068,750","125,195","$49,994",68.95%,1,
1015590031,80TH STREET RESIDENCES,1,,COAST TO COAST ASSIST,1910,430 East 80 Street,U.S. Department of Housing and Urban Development,Other HUD Financing,2011,2047,Upper East Side,"$3,519,450","219,004","$119,261",30.87%,,
1002770004,81 Madison St.,1,20,ASIAN-AMERICAN HOUSIN,1900,81 Madison Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2016,,Lower East Side/Chinatown,"$384,750","159,296","$42,014",72.15%,,
1020720022,83 Hamilton Place HDFC,1,24,83 HAMILTON PLACE HDF,1920,83 Hamilton Place,NYC Department of Housing Preservation and Development,Article 8A/HRP,2009,,Morningside Heights/Hamilton Heights,"$497,250","125,195","$49,994",68.95%,,1
1018720029,830 AMSTERDAM AVENUE,1,159,NYC HOUSING AUTHORITY,1964,820 Amsterdam Avenue,New York City Housing Authority,Federal Public Housing,1965,,Upper West Side,"$6,200,000","189,492","$113,448",49.24%,,
1019580028,8TH AVENUE CLUSTER,1,27,GLORIA HOMES APTS. L.,1901,2471 Fredrick Douglass Bl,NYC Department of Housing Preservation and Development,Neighborhood Entrepreneur Program,2007,,Central Harlem,"$546,750","143,487","$46,537",37.44%,,
1018240055,92 St. Nicholas Avenue HDFC,1,56,92 ST NICHOLAS AVE HD,1926,92 St Nicholas Avenue,NYC Department of Housing Preservation and Development,Multi-Family Program,2016,,Central Harlem,"$1,210,050","143,487","$46,537",37.44%,1,
1003000013,94 HESTER STREET,1,12,94 HESTER ST HSG DEVE,1920,94 Hester Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2007,,Lower East Side/Chinatown,"$1,020,000","159,296","$42,014",72.15%,,
1021750202,95 THAYER ST,1,47,"95 THAYER STREET, LLC",1920,95 Thayer Street,NYS Division of Housing and Community Renewal,LIHTC 4%,,,Washington Heights/Inwood,"$1,213,650","238,759","$53,049",42.53%,,
1018430004,965 COLUMBUS AVENUE,1,9,STEVESAM 967 REALTY L,1900,967 Columbus Avenue,NYS Division of Housing and Community Renewal,LIHTC 9%,1997,2027,Morningside Heights/Hamilton Heights,"$486,450","125,195","$49,994",68.95%,,
1018630002,983 AMSTERDAM AVENUE,1,10,983 AMSTERDAM AVENUE,1920,983 Amsterdam Avenue,NYC Department of Housing Preservation and Development,Multi-Family Program,2005,,Morningside Heights/Hamilton Heights,"$809,550","125,195","$49,994",68.95%,,
1017280057,ABYSSINIAN TOWERS,1,,ABYSSINIAN TOWERS OWN,1989,38 West 131 Street,U.S. Department of Housing and Urban Development,Section 202/8,2010,2030,Central Harlem,"$5,492,250","143,487","$46,537",37.44%,1,
1019070063,ACP APTS,1,15,"BRAZA, LAURA",1910,2053 Adam C Powell Blvd,NYS Division of Housing and Community Renewal,LIHTC 9%,1995,2025,Central Harlem,"$1,148,850","143,487","$46,537",37.44%,,
1017750165,AK Houses 2013,1,157,AK TP4 HOUSING DEVELO,1980,112 East 128 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2013,,East Harlem,"$12,959,550","134,279","$35,097",59.31%,1,
1017560030,ALL SAINTS HOUSING,1,28,"ALL SAINTS HOUSING, L",2008,53 East 131 Street,NYC Department of Housing Preservation and Development,LIHTC 4%,2009,2039,Central Harlem,"$1,618,650","143,487","$46,537",37.44%,1,
1011540101,AMSTERDAM,13,1084,NYC HOUSING AUTHORITY,1948,40 Amsterdam Avenue,New York City Housing Authority,Federal Public Housing,1948,,Upper West Side,"$38,009,250","189,492","$113,448",49.24%,,
1011560020,AMSTERDAM ADDITION,1,175,N.Y. HOUSING AUTH.,1977,240 West 65 Street,New York City Housing Authority,NYCHA - Mixed Financing,1974,,Upper West Side,"$18,179,550","189,492","$113,448",49.24%,,
1019700062,AMSTERDAM AVENUE CLUSTER,1,8,AMSTERDAM CONVENT REA,1900,1475 Amsterdam Avenue,NYC Department of Housing Preservation and Development,LIHTC 9%,2005,2035,Morningside Heights/Hamilton Heights,"$62,747","125,195","$49,994",68.95%,,1
1018840029,AMSTERDAM NURSING HOME,1,,AMSTERDAM NURSING HOM,1976,1060 Amsterdam Avenue,U.S. Department of Housing and Urban Development,Other HUD Financing,2013,2029,Morningside Heights/Hamilton Heights,"$8,813,700","125,195","$49,994",68.95%,,
1018470021,ANTLERS APARTMENTS,1,82,SELK HSG DVLP FD COIN,1988,2075 Fredrick Douglass Bl,U.S. Department of Housing and Urban Development,Section 223(f),2008,2043,Central Harlem,"$3,564,450","143,487","$46,537",37.44%,,
1007990021,ASSOCIATES BLIND AKA SELIS MAN,1,210,ASSOCIATED BLIND ETAL,1980,137 West 23 Street,U.S. Department of Housing and Urban Development,Section 221d(3) and Section 221d(4) Mortgage Insurance,2014,2057,Chelsea/Clinton/Midtown,"$13,907,250","140,247","$103,538",55.39%,1,
1020680046,AUDUBON,1,168,NYC HOUSING AUTHORITY,1961,1901 Amsterdam Avenue,New York City Housing Authority,Federal Public Housing,1962,,Morningside Heights/Hamilton Heights,"$5,990,000","125,195","$49,994",68.95%,,
1019210001,AUDUBON APARTMENTS,1,88,AUDUBON TP4 HOUSING D,1928,2321 Adam C Powell Blvd,U.S. Department of Housing and Urban Development,Project-Based Section 8,2014,2034,Central Harlem,"$4,038,300","143,487","$46,537",37.44%,1,
1021520061,AUDUBON AVENUE,1,75,WEST 180 ST ASSOC,1920,307 Audubon Avenue,U.S. Department of Housing and Urban Development,Project-Based Section 8,2005,2025,Washington Heights/Inwood,"$2,344,950","238,759","$53,049",42.53%,1,
1004277504,AVALON CHRYSTIE PLACE I,1,361,,2003,273 Bowery,NYS Housing Finance Agency,LIHTC 4%,2005,2035,Lower East Side/Chinatown,"$58,313,250","159,296","$42,014",72.15%,,
1017490021,AVONDALE APARTMENTS HDFC,1,25,AVONDALE APT HSG ETC,1920,1931 Madison Avenue,NYC Department of Housing Preservation and Development,Article 8A/HRP,2006,,East Harlem,"$553,500","134,279","$35,097",59.31%,,
1018480053,BALLARD DEVELOPMENT,1,15,116 DEVELOPMENT EQUIT,1910,2149 Fredrick Douglass Bl,NYS Division of Housing and Community Renewal,LIHTC 4%,,,Central Harlem,"$1,177,650","143,487","$46,537",37.44%,,
1003230001,BARUCH,21,2391,NYC HOUSING AUTHORITY,1962,288 Delancey Street,New York City Housing Authority,Federal Public Housing,1959,,Lower East Side/Chinatown,"$98,734,050","159,296","$42,014",72.15%,,
1000160020,BATTERY PLACE,1,209,NY URBAN LLC,1998,70 Battery Place,NYS Housing Finance Agency,LIHTC 4%,1999,2029,Greenwich Village/Financial District,"$17,366,850","152,813","$139,896",43.25%,,
1017360060,BEACON MEWS,1,108,,1940,50 West 139 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2009,,Central Harlem,"$4,130,550","143,487","$46,537",37.44%,1,
1017290057,BETHEL MANOR,1,,1ST AFR METHODIST CHU,1910,52 West 132 Street,NYC Department of Housing Preservation and Development,Multi-Family Program,2010,,Central Harlem,"$66,600","143,487","$46,537",37.44%,,
